"FIPS","MetricYear","Prsns_25plus","Prsns_less_HS","Prsns_HS_or_More","Prsns_4plus_Yrs_Clg","HH_INC_Under_10K","HH_INC__10K_to_14999","HH_INC__15K_to_24999","HH_INC__25K_to_49999","HH_INC__50K_to_99999","HH_INC__100000_Plus","Hhld_SSI","Tot_Civ_Lbr","Emplyd_Civ_Lbr","Unemplyd_Civ_Lbr","N_AgrFrstFishHuntMine_Wkrs","N_Construction_Wrkrs","N_EducHlthCreSocAsst_Wrkrs","N_Manufacturing_Wrkrs","N_Othr_Ind","P_AgrFrstFishHuntMine_Wkrs","P_Construction_Wrkrs","P_EducHlthCreSocAsst_Wrkrs","P_Manufacturing_Wrkrs","P_Othr_Ind","Num_Wrkrs_Priv","Num_Wrkrs_Govt","Num_Wrkrs_Fed","Num_Wrkrs_State","Num_Wrkrs_Local","Num_Wrkrs_Selfemplyd","Num_Wrks_16_Plus","Num_Unpaid_Fam_Wrkrs","Tot_Civ_Lbr (#1)","Emplyd_Civ_Lbr (#1)","Unemplyd_Civ_Lbr (#1)","FEM_Civ_Lbr","Emplyd_FEM_Civ_Lbr","Unemplyd_FEM_Civ_Lbr","P_Prsns_Below_Pov","N_Prsns_Below_Pov","Hhld_PUB_Asst","Prsns_25plus (#1)","Prns_INC_POV_Less_50P","Prns_INC_POV_50P_to_99P","Prns_INC_POV_100P_to_124P","Prns_INC_POV_125P_to_149P","Prns_INC_POV_150P_to_184P","Prns_INC_POV_185P_to_199P","Prns_INC_POV_200P_Plus"
21103,2015,10691,1757,8934,1165,522,320,628,1514,2271,849,562,7641,7143,498,293,548,1603,1267,3432,4.1,7.7,22.4,17.7,48,5668,867,98,444,325,588,7143,20,7641,7143,498,3737,3457,280,18.2,2825,152,,1442,1383,910,741,1085,303,9698
21103,2016,10762,1645,9117,1157.5,500,251,620.5,1502.5,2417,869,580.5,7659.5,7165,494.5,260.5,529.5,1603,1304,3353,3.6499999999999995,7.450000000000001,23.949999999999996,18.15,46.7,5807,819.5,84.5,384.5,350.5,514,7165,24.5,7659.5,7165,494.5,3753.5,3488.5,265,18.15,2838.5,130.5,,1465.5,1373,957.5,804.5,1088,233,9764.5
21103,2017,10833,1533,9300,1150,478,182,613,1491,2563,889,599,7678,7187,491,228,511,1603,1341,3274,3.1999999999999993,7.200000000000001,25.499999999999996,18.599999999999998,45.4,5946,772,71,325,376,440,7187,29,7678,7187,491,3770,3520,250,18.099999999999998,2852,109,,1489,1363,1005,868,1091,163,9831
21103,2018,10904,1421,9483,1142.5,456,113,605.5,1479.5,2709,909,617.5,7696.5,7209,487.5,195.5,492.5,1603,1378,3195,2.749999999999999,6.950000000000001,27.049999999999997,19.049999999999997,44.099999999999994,6085,724.5,57.5,265.5,401.5,366,7209,33.5,7696.5,7209,487.5,3786.5,3551.5,235,18.049999999999997,2865.5,87.5,,1512.5,1353,1052.5,931.5,1094,93,9897.5
21105,2010,3552,523.5,3028.5,323.5,-7,105.5,416,786.5,899.5,-83.5,59.5,2103,1908.5,194.5,294,321.5,397,94.5,786.5,16.15,17.799999999999997,21.300000000000004,3.2500000000000018,41.5,1433,354,-2,134.5,221.5,121.5,1908.5,0,2103,1908.5,194.5,1012,929.5,82.5,15.299999999999999,700.5,13.5,,-4,704.5,74.5,359,663,107.5,2685
21105,2011,3501,567,2934,320,30,107,402,753,810,-33,87,2039,1853,186,266,276,397,149,753,14.799999999999999,15.399999999999999,21.900000000000002,7.100000000000001,40.8,1397,323,-1,132,192,133,1853,0,2039,1853,186,979,904,75,15.2,692,18,,46,646,127,432,631,102,2575
21105,2012,3450,610.5,2839.5,316.5,67,108.5,388,719.5,720.5,17.5,114.5,1975,1797.5,177.5,238,230.5,397,203.5,719.5,13.45,13,22.5,10.950000000000001,40.099999999999994,1361,292,0,129.5,162.5,144.5,1797.5,0,1975,1797.5,177.5,946,878.5,67.5,15.1,683.5,22.5,,96,587.5,179.5,505,599,96.5,2465
21105,2013,3399,654,2745,313,104,110,374,686,631,68,142,1911,1742,169,210,185,397,258,686,12.1,10.6,23.1,14.8,39.4,1325,261,1,127,133,156,1742,0,1911,1742,169,913,853,60,15,675,27,,146,529,232,578,567,91,2355
21105,2014,3348,697.5,2650.5,309.5,141,111.5,360,652.5,541.5,118.5,169.5,1847,1686.5,160.5,182,139.5,397,312.5,652.5,10.75,8.2,23.700000000000003,18.65,38.7,1289,230,2,124.5,103.5,167.5,1686.5,0,1847,1686.5,160.5,880,827.5,52.5,14.9,666.5,31.5,,196,470.5,284.5,651,535,85.5,2245
21105,2015,3297,741,2556,306,178,113,346,619,452,169,197,1783,1631,152,154,94,397,367,619,9.4,5.8,24.3,22.5,38,1253,199,3,122,74,179,1631,0,1783,1631,152,847,802,45,14.8,658,36,,246,412,337,724,503,80,2135
21105,2016,3246,784.5,2461.5,302.5,215,114.5,332,585.5,362.5,219.5,224.5,1719,1575.5,143.5,126,48.5,397,421.5,585.5,8.05,3.4000000000000004,24.9,26.35,37.3,1217,168,4,119.5,44.5,190.5,1575.5,0,1719,1575.5,143.5,814,776.5,37.5,14.700000000000001,649.5,40.5,,296,353.5,389.5,797,471,74.5,2025
21105,2017,3195,828,2367,299,252,116,318,552,273,270,252,1655,1520,135,98,3,397,476,552,6.700000000000001,1,25.5,30.2,36.6,1181,137,5,117,15,202,1520,0,1655,1520,135,781,751,30,14.600000000000001,641,45,,346,295,442,870,439,69,1915
21105,2018,3144,871.5,2272.5,295.5,289,117.5,304,518.5,183.5,320.5,279.5,1591,1464.5,126.5,70,-42.5,397,530.5,518.5,5.350000000000001,-1.4000000000000004,26.1,34.05,35.900000000000006,1145,106,6,114.5,-14.5,213.5,1464.5,0,1591,1464.5,126.5,748,725.5,22.5,14.500000000000002,632.5,49.5,,396,236.5,494.5,943,407,63.5,1805
21107,2010,32801,5624,27177,4808,1666.5,1360.5,2823.5,5347.5,5617,1921,1635,21763.5,20090,1673.5,1832,1396.5,4999,2569.5,9470.5,9.100000000000001,7.1499999999999995,23.9,12.799999999999999,47.05000000000001,15024.5,3590,350.5,1706,1533.5,1456.5,20090,19,21763.5,20090,1673.5,10575.5,9841,734.5,17.2,7965.5,356.5,,2974.5,4991,583,2572.5,2433.5,1439.5,31170.5
21107,2011,32627,5420,27207,4849,1709,1330,2731,5223,5623,2082,1605,21434,19856,1578,1771,1285,4999,2616,9327,8.9,6.6,24.4,13.2,46.900000000000006,14979,3489,317,1644,1528,1365,19856,23,21434,19856,1578,10373,9692,681,17.2,7910,348,,3137,4773,954,2551,2735,1382,30340
21107,2012,32453,5216,27237,4890,1751.5,1299.5,2638.5,5098.5,5629,2243,1575,21104.5,19622,1482.5,1710,1173.5,4999,2662.5,9183.5,8.7,6.05,24.9,13.6,46.75,14933.5,3388,283.5,1582,1522.5,1273.5,19622,27,21104.5,19622,1482.5,10170.5,9543,627.5,17.2,7854.5,339.5,,3299.5,4555,1325,2529.5,3036.5,1324.5,29509.5
21107,2013,32279,5012,27267,4931,1794,1269,2546,4974,5635,2404,1545,20775,19388,1387,1649,1062,4999,2709,9040,8.5,5.5,25.4,14,46.6,14888,3287,250,1520,1517,1182,19388,31,20775,19388,1387,9968,9394,574,17.2,7799,331,,3462,4337,1696,2508,3338,1267,28679
21107,2014,32105,4808,27297,4972,1836.5,1238.5,2453.5,4849.5,5641,2565,1515,20445.5,19154,1291.5,1588,950.5,4999,2755.5,8896.5,8.3,4.95,25.9,14.4,46.45,14842.5,3186,216.5,1458,1511.5,1090.5,19154,35,20445.5,19154,1291.5,9765.5,9245,520.5,17.2,7743.5,322.5,,3624.5,4119,2067,2486.5,3639.5,1209.5,27848.5
21107,2015,31931,4604,27327,5013,1879,1208,2361,4725,5647,2726,1485,20116,18920,1196,1527,839,4999,2802,8753,8.1,4.4,26.4,14.8,46.3,14797,3085,183,1396,1506,999,18920,39,20116,18920,1196,9563,9096,467,17.2,7688,314,,3787,3901,2438,2465,3941,1152,27018
21107,2016,31757,4400,27357,5054,1921.5,1177.5,2268.5,4600.5,5653,2887,1455,19786.5,18686,1100.5,1466,727.5,4999,2848.5,8609.5,7.8999999999999995,3.8500000000000005,26.9,15.200000000000001,46.14999999999999,14751.5,2984,149.5,1334,1500.5,907.5,18686,43,19786.5,18686,1100.5,9360.5,8947,413.5,17.2,7632.5,305.5,,3949.5,3683,2809,2443.5,4242.5,1094.5,26187.5
21107,2017,31583,4196,27387,5095,1964,1147,2176,4476,5659,3048,1425,19457,18452,1005,1405,616,4999,2895,8466,7.699999999999999,3.3000000000000007,27.4,15.600000000000001,45.99999999999999,14706,2883,116,1272,1495,816,18452,47,19457,18452,1005,9158,8798,360,17.2,7577,297,,4112,3465,3180,2422,4544,1037,25357
21107,2018,31409,3992,27417,5136,2006.5,1116.5,2083.5,4351.5,5665,3209,1395,19127.5,18218,909.5,1344,504.5,4999,2941.5,8322.5,7.499999999999999,2.750000000000001,27.9,16,45.849999999999994,14660.5,2782,82.5,1210,1489.5,724.5,18218,51,19127.5,18218,909.5,8955.5,8649,306.5,17.2,7521.5,288.5,,4274.5,3247,3551,2400.5,4845.5,979.5,24526.5
21109,2010,9343,2905,6438,794,943,566.5,1087,1676,1044,396,787,4461,3655.5,805.5,44.5,238,815,767.5,1315.5,1.2,6.749999999999999,34.05,21.1,37.150000000000006,2687.5,918,240,182.5,495.5,50,3655.5,0,4461,3655.5,805.5,1937,1860.5,76.5,28.999999999999996,3858.5,236.5,,2119.5,1739,1517.5,1285,1612,624,4340
21109,2011,9309,2795,6514,828,929,580,999,1667,1093,389,776,4492,3768,724,46,266,815,792,1469,1.2,7.199999999999999,31.099999999999998,21.1,39.6,2762,906,204,207,495,100,3768,0,4492,3768,724,1928,1843,85,29.799999999999997,3960,226,,2018,1942,1369,1198,1465,565,4682
21109,2012,9275,2685,6590,862,915,593.5,911,1658,1142,382,765,4523,3880.5,642.5,47.5,294,815,816.5,1622.5,1.2,7.6499999999999995,28.15,21.1,42.05,2836.5,894,168,231.5,494.5,150,3880.5,0,4523,3880.5,642.5,1919,1825.5,93.5,30.599999999999998,4061.5,215.5,,1916.5,2145,1220.5,1111,1318,506,5024
21109,2013,9241,2575,6666,896,901,607,823,1649,1191,375,754,4554,3993,561,49,322,815,841,1776,1.2,8.1,25.2,21.1,44.5,2911,882,132,256,494,200,3993,0,4554,3993,561,1910,1808,102,31.4,4163,205,,1815,2348,1072,1024,1171,447,5366
21109,2014,9207,2465,6742,930,887,620.5,735,1640,1240,368,743,4585,4105.5,479.5,50.5,350,815,865.5,1929.5,1.2,8.55,22.25,21.1,46.95,2985.5,870,96,280.5,493.5,250,4105.5,0,4585,4105.5,479.5,1901,1790.5,110.5,32.2,4264.5,194.5,,1713.5,2551,923.5,937,1024,388,5708
21109,2015,9173,2355,6818,964,873,634,647,1631,1289,361,732,4616,4218,398,52,378,815,890,2083,1.2,9,19.3,21.1,49.4,3060,858,60,305,493,300,4218,0,4616,4218,398,1892,1773,119,33,4366,184,,1612,2754,775,850,877,329,6050
21109,2016,9139,2245,6894,998,859,647.5,559,1622,1338,354,721,4647,4330.5,316.5,53.5,406,815,914.5,2236.5,1.2,9.45,16.35,21.1,51.849999999999994,3134.5,846,24,329.5,492.5,350,4330.5,0,4647,4330.5,316.5,1883,1755.5,127.5,33.8,4467.5,173.5,,1510.5,2957,626.5,763,730,270,6392
21109,2017,9105,2135,6970,1032,845,661,471,1613,1387,347,710,4678,4443,235,55,434,815,939,2390,1.2,9.9,13.400000000000002,21.1,54.3,3209,834,-12,354,492,400,4443,0,4678,4443,235,1874,1738,136,34.6,4569,163,,1409,3160,478,676,583,211,6734
21109,2018,9071,2025,7046,1066,831,674.5,383,1604,1436,340,699,4709,4555.5,153.5,56.5,462,815,963.5,2543.5,1.2,10.350000000000001,10.450000000000003,21.1,56.75,3283.5,822,-48,378.5,491.5,450,4555.5,0,4709,4555.5,153.5,1865,1720.5,144.5,35.400000000000006,4670.5,152.5,,1307.5,3363,329.5,589,436,152,7076
21111,2010,502476,61697,440779,152145,29573.5,21507.5,37969,79808,86563.5,47034,20670.5,383866,339184,44682,1595.5,15019,88880,36361.5,198475.5,0.4,4.550000000000001,25.849999999999998,10.850000000000001,58.5,281032.5,42330,7128,15310,19892,15614.5,339184,207,383866,339184,44682,188741,167780,20961,18.499999999999996,135795,11937,,57492.5,78302.5,36142,38768,49900.5,21541,446581.5
21111,2011,506962,60168,446794,155601,28365,20420,36865,79144,87824,51324,20268,387484,346626,40858,1597,15634,88880,37857,203576,0.4,4.6000000000000005,25.4,11.000000000000002,58.7,288580,42060,7072,15486,19502,15689,346626,297,387484,346626,40858,190165,170993,19172,17.799999999999997,131091,11010,,55871,75220,35408,37623,49434,20894,458217
21111,2012,511448,58639,452809,159057,27156.5,19332.5,35761,78480,89084.5,55614,19865.5,391102,354068,37034,1598.5,16249,88880,39352.5,208676.5,0.4,4.65,24.95,11.150000000000002,58.900000000000006,296127.5,41790,7016,15662,19112,15763.5,354068,387,391102,354068,37034,191589,174206,17383,17.099999999999998,126387,10083,,54249.5,72137.5,34674,36478,48967.5,20247,469852.5
21111,2013,515934,57110,458824,162513,25948,18245,34657,77816,90345,59904,19463,394720,361510,33210,1600,16864,88880,40848,213777,0.4,4.7,24.5,11.3,59.1,303675,41520,6960,15838,18722,15838,361510,477,394720,361510,33210,193013,177419,15594,16.4,121683,9156,,52628,69055,33940,35333,48501,19600,481488
21111,2014,520420,55581,464839,165969,24739.5,17157.5,33553,77152,91605.5,64194,19060.5,398338,368952,29386,1601.5,17479,88880,42343.5,218877.5,0.4,4.75,24.05,11.45,59.3,311222.5,41250,6904,16014,18332,15912.5,368952,567,398338,368952,29386,194437,180632,13805,15.7,116979,8229,,51006.5,65972.5,33206,34188,48034.5,18953,493123.5
21111,2015,524906,54052,470854,169425,23531,16070,32449,76488,92866,68484,18658,401956,376394,25562,1603,18094,88880,43839,223978,0.4,4.8,23.6,11.6,59.5,318770,40980,6848,16190,17942,15987,376394,657,401956,376394,25562,195861,183845,12016,15,112275,7302,,49385,62890,32472,33043,47568,18306,504759
21111,2016,529392,52523,476869,172881,22322.5,14982.5,31345,75824,94126.5,72774,18255.5,405574,383836,21738,1604.5,18709,88880,45334.5,229078.5,0.4,4.85,23.150000000000002,11.75,59.7,326317.5,40710,6792,16366,17552,16061.5,383836,747,405574,383836,21738,197285,187058,10227,14.3,107571,6375,,47763.5,59807.5,31738,31898,47101.5,17659,516394.5
21111,2017,533878,50994,482884,176337,21114,13895,30241,75160,95387,77064,17853,409192,391278,17914,1606,19324,88880,46830,234179,0.4,4.8999999999999995,22.700000000000003,11.899999999999999,59.9,333865,40440,6736,16542,17162,16136,391278,837,409192,391278,17914,198709,190271,8438,13.600000000000001,102867,5448,,46142,56725,31004,30753,46635,17012,528030
21111,2018,538364,49465,488899,179793,19905.5,12807.5,29137,74496,96647.5,81354,17450.5,412810,398720,14090,1607.5,19939,88880,48325.5,239279.5,0.4,4.949999999999999,22.250000000000004,12.049999999999997,60.099999999999994,341412.5,40170,6680,16718,16772,16210.5,398720,927,412810,398720,14090,200133,193484,6649,12.900000000000002,98163,4521,,44520.5,53642.5,30270,29608,46168.5,16365,539665.5
21113,2010,30979.5,5283.5,25696,8448,2115,1114.5,2395,4231,5262,2857,1156,24869,21959,2910,741.5,2061.5,6720,2177.5,11446,3.3499999999999996,9.200000000000003,25.200000000000003,9.9,51.94999999999999,16697.5,3635,652,1520,1463,1515.5,21959,111,24869,21959,2910,11399.5,10212,1187.5,20.750000000000004,9554.5,466,,5767.5,3787,3383,2186.5,2740.5,553.5,27529
21113,2011,31481,5137,26344,8767,1966,1089,2223,4314,5377,3118,1167,25021,22338,2683,671,2063,6720,2213,11621,2.9999999999999996,9.100000000000001,25.8,9.9,51.89999999999999,17325,3433,561,1456,1416,1477,22338,103,25021,22338,2683,11512,10429,1083,20.200000000000003,9433,456,,5490,3943,3202,2159,2559,743,28598
21113,2012,31982.5,4990.5,26992,9086,1817,1063.5,2051,4397,5492,3379,1178,25173,22717,2456,600.5,2064.5,6720,2248.5,11796,2.6499999999999995,9,26.4,9.9,51.849999999999994,17952.5,3231,470,1392,1369,1438.5,22717,95,25173,22717,2456,11624.5,10646,978.5,19.650000000000002,9311.5,446,,5212.5,4099,3021,2131.5,2377.5,932.5,29667
21113,2013,32484,4844,27640,9405,1668,1038,1879,4480,5607,3640,1189,25325,23096,2229,530,2066,6720,2284,11971,2.3,8.9,27,9.9,51.8,18580,3029,379,1328,1322,1400,23096,87,25325,23096,2229,11737,10863,874,19.1,9190,436,,4935,4255,2840,2104,2196,1122,30736
21113,2014,32985.5,4697.5,28288,9724,1519,1012.5,1707,4563,5722,3901,1200,25477,23475,2002,459.5,2067.5,6720,2319.5,12146,1.95,8.8,27.6,9.9,51.75,19207.5,2827,288,1264,1275,1361.5,23475,79,25477,23475,2002,11849.5,11080,769.5,18.55,9068.5,426,,4657.5,4411,2659,2076.5,2014.5,1311.5,31805
21113,2015,33487,4551,28936,10043,1370,987,1535,4646,5837,4162,1211,25629,23854,1775,389,2069,6720,2355,12321,1.6,8.7,28.2,9.9,51.7,19835,2625,197,1200,1228,1323,23854,71,25629,23854,1775,11962,11297,665,18,8947,416,,4380,4567,2478,2049,1833,1501,32874
21113,2016,33988.5,4404.5,29584,10362,1221,961.5,1363,4729,5952,4423,1222,25781,24233,1548,318.5,2070.5,6720,2390.5,12496,1.2500000000000002,8.599999999999998,28.799999999999997,9.9,51.650000000000006,20462.5,2423,106,1136,1181,1284.5,24233,63,25781,24233,1548,12074.5,11514,560.5,17.45,8825.5,406,,4102.5,4723,2297,2021.5,1651.5,1690.5,33943
21113,2017,34490,4258,30232,10681,1072,936,1191,4812,6067,4684,1233,25933,24612,1321,248,2072,6720,2426,12671,0.9000000000000004,8.499999999999998,29.4,9.9,51.60000000000001,21090,2221,15,1072,1134,1246,24612,55,25933,24612,1321,12187,11731,456,16.9,8704,396,,3825,4879,2116,1994,1470,1880,35012
21113,2018,34991.5,4111.5,30880,11000,923,910.5,1019,4895,6182,4945,1244,26085,24991,1094,177.5,2073.5,6720,2461.5,12846,0.5500000000000005,8.399999999999999,30,9.9,51.55000000000001,21717.5,2019,-76,1008,1087,1207.5,24991,47,26085,24991,1094,12299.5,11948,351.5,16.349999999999998,8582.5,386,,3547.5,5035,1935,1966.5,1288.5,2069.5,36081
21115,2010,16348,4379,11969,719.5,974.5,1275.5,946.5,3251.5,2448,535,1530,8250.5,7502,748.5,1005.5,683.5,2254,274.5,4264.5,13.699999999999998,9.4,16.2,3.6499999999999995,56.94999999999999,5620,1492.5,265,648,579.5,389.5,7502,0,8250.5,7502,748.5,3663.5,3414,249.5,29.6,6784,735,,2502.5,4281.5,1563,1215,3260,1058.5,9171.5
21115,2011,16295,4157,12138,1061,1038,1176,1027,3028,2394,636,1510,8118,7380,738,890,608,2254,274,4138,12.2,8.4,19.5,3.6999999999999997,56.099999999999994,5534,1468,236,723,509,378,7380,0,8118,7380,738,3659,3393,266,28.5,6515,631,,2451,4064,1491,1165,3013,986,9779
21115,2012,16242,3935,12307,1402.5,1101.5,1076.5,1107.5,2804.5,2340,737,1490,7985.5,7258,727.5,774.5,532.5,2254,273.5,4011.5,10.7,7.4,22.8,3.75,55.25,5448,1443.5,207,798,438.5,366.5,7258,0,7985.5,7258,727.5,3654.5,3372,282.5,27.4,6246,527,,2399.5,3846.5,1419,1115,2766,913.5,10386.5
21115,2013,16189,3713,12476,1744,1165,977,1188,2581,2286,838,1470,7853,7136,717,659,457,2254,273,3885,9.2,6.4,26.1,3.8,54.4,5362,1419,178,873,368,355,7136,0,7853,7136,717,3650,3351,299,26.3,5977,423,,2348,3629,1347,1065,2519,841,10994
21115,2014,16136,3491,12645,2085.5,1228.5,877.5,1268.5,2357.5,2232,939,1450,7720.5,7014,706.5,543.5,381.5,2254,272.5,3758.5,7.699999999999999,5.4,29.400000000000002,3.8499999999999996,53.55,5276,1394.5,149,948,297.5,343.5,7014,0,7720.5,7014,706.5,3645.5,3330,315.5,25.200000000000003,5708,319,,2296.5,3411.5,1275,1015,2272,768.5,11601.5
21115,2015,16083,3269,12814,2427,1292,778,1349,2134,2178,1040,1430,7588,6892,696,428,306,2254,272,3632,6.2,4.4,32.7,3.9,52.7,5190,1370,120,1023,227,332,6892,0,7588,6892,696,3641,3309,332,24.1,5439,215,,2245,3194,1203,965,2025,696,12209
21115,2016,16030,3047,12983,2768.5,1355.5,678.5,1429.5,1910.5,2124,1141,1410,7455.5,6770,685.5,312.5,230.5,2254,271.5,3505.5,4.700000000000001,3.4000000000000004,36,3.95,51.85000000000001,5104,1345.5,91,1098,156.5,320.5,6770,0,7455.5,6770,685.5,3636.5,3288,348.5,23,5170,111,,2193.5,2976.5,1131,915,1778,623.5,12816.5
21115,2017,15977,2825,13152,3110,1419,579,1510,1687,2070,1242,1390,7323,6648,675,197,155,2254,271,3379,3.200000000000001,2.4000000000000004,39.300000000000004,4,51.00000000000001,5018,1321,62,1173,86,309,6648,0,7323,6648,675,3632,3267,365,21.900000000000002,4901,7,,2142,2759,1059,865,1531,551,13424
21115,2018,15924,2603,13321,3451.5,1482.5,479.5,1590.5,1463.5,2016,1343,1370,7190.5,6526,664.5,81.5,79.5,2254,270.5,3252.5,1.700000000000001,1.4000000000000004,42.60000000000001,4.05,50.150000000000006,4932,1296.5,33,1248,15.5,297.5,6526,0,7190.5,6526,664.5,3627.5,3246,381.5,20.800000000000004,4632,-97,,2090.5,2541.5,987,815,1284,478.5,14031.5
21117,2010,106339,12220.5,94118.5,29451,5688,2997,6702.5,16090.5,20120,9571,3650,84482,74789.5,9692.5,440.5,3946.5,16754,9620.5,44563,0.6499999999999999,5.3500000000000005,21.55,12.750000000000002,59.69999999999999,64124.5,8737,2521.5,2716,3499.5,1847.5,74789.5,80.5,84482,74789.5,9692.5,40138,35772.5,4365.5,17.15,27351.5,1822,,12378,14973.5,5896.5,7218,9755.5,4297,104688.5
21117,2011,107252,12090,95162,30138,5323,2985,6477,15799,20256,10681,3738,85020,76342,8678,419,4086,16754,9680,45831,0.6,5.4,21.3,12.600000000000001,60.099999999999994,65550,8640,2437,2667,3536,2073,76342,79,85020,76342,8678,40420,36491,3929,16.299999999999997,26045,1682,,11962,14083,5882,7018,9729,4323,106627
21117,2012,108165,11959.5,96205.5,30825,4958,2973,6251.5,15507.5,20392,11791,3826,85558,77894.5,7663.5,397.5,4225.5,16754,9739.5,47099,0.55,5.45,21.05,12.450000000000001,60.5,66975.5,8543,2352.5,2618,3572.5,2298.5,77894.5,77.5,85558,77894.5,7663.5,40702,37209.5,3492.5,15.45,24738.5,1542,,11546,13192.5,5867.5,6818,9702.5,4349,108565.5
21117,2013,109078,11829,97249,31512,4593,2961,6026,15216,20528,12901,3914,86096,79447,6649,376,4365,16754,9799,48367,0.5,5.5,20.8,12.3,60.9,68401,8446,2268,2569,3609,2524,79447,76,86096,79447,6649,40984,37928,3056,14.6,23432,1402,,11130,12302,5853,6618,9676,4375,110504
21117,2014,109991,11698.5,98292.5,32199,4228,2949,5800.5,14924.5,20664,14011,4002,86634,80999.5,5634.5,354.5,4504.5,16754,9858.5,49635,0.45,5.55,20.55,12.15,61.3,69826.5,8349,2183.5,2520,3645.5,2749.5,80999.5,74.5,86634,80999.5,5634.5,41266,38646.5,2619.5,13.75,22125.5,1262,,10714,11411.5,5838.5,6418,9649.5,4401,112442.5
21117,2015,110904,11568,99336,32886,3863,2937,5575,14633,20800,15121,4090,87172,82552,4620,333,4644,16754,9918,50903,0.4,5.6,20.3,12,61.7,71252,8252,2099,2471,3682,2975,82552,73,87172,82552,4620,41548,39365,2183,12.9,20819,1122,,10298,10521,5824,6218,9623,4427,114381
21117,2016,111817,11437.5,100379.5,33573,3498,2925,5349.5,14341.5,20936,16231,4178,87710,84104.5,3605.5,311.5,4783.5,16754,9977.5,52171,0.35000000000000003,5.6499999999999995,20.05,11.85,62.10000000000001,72677.5,8155,2014.5,2422,3718.5,3200.5,84104.5,71.5,87710,84104.5,3605.5,41830,40083.5,1746.5,12.05,19512.5,982,,9882,9630.5,5809.5,6018,9596.5,4453,116319.5
21117,2017,112730,11307,101423,34260,3133,2913,5124,14050,21072,17341,4266,88248,85657,2591,290,4923,16754,10037,53439,0.30000000000000004,5.699999999999999,19.8,11.7,62.50000000000001,74103,8058,1930,2373,3755,3426,85657,70,88248,85657,2591,42112,40802,1310,11.200000000000001,18206,842,,9466,8740,5795,5818,9570,4479,118258
21117,2018,113643,11176.5,102466.5,34947,2768,2901,4898.5,13758.5,21208,18451,4354,88786,87209.5,1576.5,268.5,5062.5,16754,10096.5,54707,0.25000000000000006,5.749999999999999,19.55,11.549999999999999,62.900000000000006,75528.5,7961,1845.5,2324,3791.5,3651.5,87209.5,68.5,88786,87209.5,1576.5,42394,41520.5,873.5,10.350000000000001,16899.5,702,,9050,7849.5,5780.5,5618,9543.5,4505,120196.5
21119,2010,11157.5,3752,7405.5,1281,771,539.5,1252.5,1120.5,1405,634.5,549.5,5750,4827,923,881,377,1610,-10.5,2227,18.450000000000003,7.8,27.949999999999996,-0.1999999999999995,46,3274.5,1122.5,58,705,359.5,400,4827,30,5750,4827,923,2582,2286,296,21.35,3459,185,,1473,1986,1022.5,702.5,1538.5,828,8334
21119,2011,11083,3575,7508,1302,807,543,1223,1207,1426,604,693,5690,4803,887,768,375,1610,18,2238,16.1,7.8,29.199999999999996,0.40000000000000036,46.5,3289,1121,56,724,341,369,4803,24,5690,4803,887,2576,2281,295,23.6,3742,185,,1554,2188,1099,746,1422,739,7952
21119,2012,11008.5,3398,7610.5,1323,843,546.5,1193.5,1293.5,1447,573.5,836.5,5630,4779,851,655,373,1610,46.5,2249,13.75,7.8,30.449999999999996,1.0000000000000002,47,3303.5,1119.5,54,743,322.5,338,4779,18,5630,4779,851,2570,2276,294,25.85,4025,185,,1635,2390,1175.5,789.5,1305.5,650,7570
21119,2013,10934,3221,7713,1344,879,550,1164,1380,1468,543,980,5570,4755,815,542,371,1610,75,2260,11.4,7.8,31.7,1.6,47.5,3318,1118,52,762,304,307,4755,12,5570,4755,815,2564,2271,293,28.1,4308,185,,1716,2592,1252,833,1189,561,7188
21119,2014,10859.5,3044,7815.5,1365,915,553.5,1134.5,1466.5,1489,512.5,1123.5,5510,4731,779,429,369,1610,103.5,2271,9.05,7.8,32.95,2.2,48,3332.5,1116.5,50,781,285.5,276,4731,6,5510,4731,779,2558,2266,292,30.35,4591,185,,1797,2794,1328.5,876.5,1072.5,472,6806
21119,2015,10785,2867,7918,1386,951,557,1105,1553,1510,482,1267,5450,4707,743,316,367,1610,132,2282,6.7,7.8,34.2,2.8,48.5,3347,1115,48,800,267,245,4707,0,5450,4707,743,2552,2261,291,32.6,4874,185,,1878,2996,1405,920,956,383,6424
21119,2016,10710.5,2690,8020.5,1407,987,560.5,1075.5,1639.5,1531,451.5,1410.5,5390,4683,707,203,365,1610,160.5,2293,4.35,7.8,35.45,3.3999999999999995,49,3361.5,1113.5,46,819,248.5,214,4683,0,5390,4683,707,2546,2256,290,34.85,5157,185,,1959,3198,1481.5,963.5,839.5,294,6042
21119,2017,10636,2513,8123,1428,1023,564,1046,1726,1552,421,1554,5330,4659,671,90,363,1610,189,2304,2,7.8,36.7,3.9999999999999996,49.5,3376,1112,44,838,230,183,4659,0,5330,4659,671,2540,2251,289,37.1,5440,185,,2040,3400,1558,1007,723,205,5660
21119,2018,10561.5,2336,8225.5,1449,1059,567.5,1016.5,1812.5,1573,390.5,1697.5,5270,4635,635,-23,361,1610,217.5,2315,-0.34999999999999964,7.8,37.95000000000001,4.6,50,3390.5,1110.5,42,857,211.5,152,4635,0,5270,4635,635,2534,2246,288,39.35,5723,185,,2121,3602,1634.5,1050.5,606.5,116,5278
