"FIPS","MetricYear","Prsns_25plus","Prsns_less_HS","Prsns_HS_or_More","Prsns_4plus_Yrs_Clg","HH_INC_Under_10K","HH_INC__10K_to_14999","HH_INC__15K_to_24999","HH_INC__25K_to_49999","HH_INC__50K_to_99999","HH_INC__100000_Plus","Hhld_SSI","Tot_Civ_Lbr","Emplyd_Civ_Lbr","Unemplyd_Civ_Lbr","N_AgrFrstFishHuntMine_Wkrs","N_Construction_Wrkrs","N_EducHlthCreSocAsst_Wrkrs","N_Manufacturing_Wrkrs","N_Othr_Ind","P_AgrFrstFishHuntMine_Wkrs","P_Construction_Wrkrs","P_EducHlthCreSocAsst_Wrkrs","P_Manufacturing_Wrkrs","P_Othr_Ind","Num_Wrkrs_Priv","Num_Wrkrs_Govt","Num_Wrkrs_Fed","Num_Wrkrs_State","Num_Wrkrs_Local","Num_Wrkrs_Selfemplyd","Num_Wrks_16_Plus","Num_Unpaid_Fam_Wrkrs","Tot_Civ_Lbr (#1)","Emplyd_Civ_Lbr (#1)","Unemplyd_Civ_Lbr (#1)","FEM_Civ_Lbr","Emplyd_FEM_Civ_Lbr","Unemplyd_FEM_Civ_Lbr","P_Prsns_Below_Pov","N_Prsns_Below_Pov","Hhld_PUB_Asst","Prsns_25plus (#1)","Prns_INC_POV_Less_50P","Prns_INC_POV_50P_to_99P","Prns_INC_POV_100P_to_124P","Prns_INC_POV_125P_to_149P","Prns_INC_POV_150P_to_184P","Prns_INC_POV_185P_to_199P","Prns_INC_POV_200P_Plus"
21001,2010,12293.5,3461,8832.5,1967,1009.5,772,1269.5,1434.5,1616.5,866.5,810.5,8082.5,7268,814.5,248,423.5,2254,1479,3611,3.4499999999999993,5.999999999999999,21.199999999999996,20.25,49.099999999999994,5371,924,110.5,417.5,396,961.5,7268,11.5,8082.5,7268,814.5,3959.5,3548,411.5,21.750000000000004,3682.5,114,,1450,2232.5,910.5,907.5,1527,-125,9960.5
21001,2011,12407,3362,9045,1980,981,746,1228,1557,1664,819,782,8169,7412,757,249,490,2254,1495,3522,3.3999999999999995,6.699999999999999,22.599999999999998,20.1,47.199999999999996,5481,992,104,481,407,928,7412,11,8169,7412,757,3959,3588,371,21.700000000000003,3718,122,,1388,2330,941,990,1609,26,9799
21001,2012,12520.5,3263,9257.5,1993,952.5,720,1186.5,1679.5,1711.5,771.5,753.5,8255.5,7556,699.5,250,556.5,2254,1511,3433,3.3499999999999996,7.3999999999999995,24,19.950000000000003,45.3,5591,1060,97.5,544.5,418,894.5,7556,10.5,8255.5,7556,699.5,3958.5,3628,330.5,21.650000000000002,3753.5,130,,1326,2427.5,971.5,1072.5,1691,177,9637.5
21001,2013,12634,3164,9470,2006,924,694,1145,1802,1759,724,725,8342,7700,642,251,623,2254,1527,3344,3.3,8.1,25.4,19.8,43.4,5701,1128,91,608,429,861,7700,10,8342,7700,642,3958,3668,290,21.6,3789,138,,1264,2525,1002,1155,1773,328,9476
21001,2014,12747.5,3065,9682.5,2019,895.5,668,1103.5,1924.5,1806.5,676.5,696.5,8428.5,7844,584.5,252,689.5,2254,1543,3255,3.25,8.8,26.799999999999997,19.65,41.5,5811,1196,84.5,671.5,440,827.5,7844,9.5,8428.5,7844,584.5,3957.5,3708,249.5,21.55,3824.5,146,,1202,2622.5,1032.5,1237.5,1855,479,9314.5
21001,2015,12861,2966,9895,2032,867,642,1062,2047,1854,629,668,8515,7988,527,253,756,2254,1559,3166,3.2,9.5,28.2,19.5,39.6,5921,1264,78,735,451,794,7988,9,8515,7988,527,3957,3748,209,21.5,3860,154,,1140,2720,1063,1320,1937,630,9153
21001,2016,12974.5,2867,10107.5,2045,838.5,616,1020.5,2169.5,1901.5,581.5,639.5,8601.5,8132,469.5,254,822.5,2254,1575,3077,3.1500000000000004,10.2,29.6,19.35,37.7,6031,1332,71.5,798.5,462,760.5,8132,8.5,8601.5,8132,469.5,3956.5,3788,168.5,21.45,3895.5,162,,1078,2817.5,1093.5,1402.5,2019,781,8991.5
21001,2017,13088,2768,10320,2058,810,590,979,2292,1949,534,611,8688,8276,412,255,889,2254,1591,2988,3.1000000000000005,10.9,31,19.2,35.800000000000004,6141,1400,65,862,473,727,8276,8,8688,8276,412,3956,3828,128,21.4,3931,170,,1016,2915,1124,1485,2101,932,8830
21001,2018,13201.5,2669,10532.5,2071,781.5,564,937.5,2414.5,1996.5,486.5,582.5,8774.5,8420,354.5,256,955.5,2254,1607,2899,3.0500000000000007,11.600000000000001,32.4,19.049999999999997,33.900000000000006,6251,1468,58.5,925.5,484,693.5,8420,7.5,8774.5,8420,354.5,3955.5,3868,87.5,21.349999999999998,3966.5,178,,954,3012.5,1154.5,1567.5,2183,1083,8668.5
21003,2010,13200.5,3388,9812.5,1615.5,1092.5,664.5,825,1961,2466.5,868,487,9917,8775.5,1141.5,586,536.5,1720,1834,4271.5,6.800000000000001,5.950000000000001,17.650000000000006,21,48.849999999999994,6872,1037.5,112,494.5,431,793.5,8775.5,72.5,9917,8775.5,1141.5,4539.5,3895,644.5,12.999999999999998,2533,202.5,,577,1956,548,2396.5,1332,489,12278
21003,2011,13375,3286,10089,1697,999,654,847,2031,2444,868,510,9759,8709,1050,567,567,1720,1831,4162,6.6000000000000005,6.4,18.200000000000003,21.1,47.9,6761,1064,115,468,481,825,8709,59,9759,8709,1050,4445,3867,578,14.399999999999999,2840,184,,736,2104,646,2172,1451,547,12081
21003,2012,13549.5,3184,10365.5,1778.5,905.5,643.5,869,2101,2421.5,868,533,9601,8642.5,958.5,548,597.5,1720,1828,4052.5,6.4,6.85,18.75,21.200000000000003,46.95,6650,1090.5,118,441.5,531,856.5,8642.5,45.5,9601,8642.5,958.5,4350.5,3839,511.5,15.799999999999999,3147,165.5,,895,2252,744,1947.5,1570,605,11884
21003,2013,13724,3082,10642,1860,812,633,891,2171,2399,868,556,9443,8576,867,529,628,1720,1825,3943,6.2,7.3,19.3,21.3,46,6539,1117,121,415,581,888,8576,32,9443,8576,867,4256,3811,445,17.2,3454,147,,1054,2400,842,1723,1689,663,11687
21003,2014,13898.5,2980,10918.5,1941.5,718.5,622.5,913,2241,2376.5,868,579,9285,8509.5,775.5,510,658.5,1720,1822,3833.5,6,7.75,19.85,21.4,45.05,6428,1143.5,124,388.5,631,919.5,8509.5,18.5,9285,8509.5,775.5,4161.5,3783,378.5,18.6,3761,128.5,,1213,2548,940,1498.5,1808,721,11490
21003,2015,14073,2878,11195,2023,625,612,935,2311,2354,868,602,9127,8443,684,491,689,1720,1819,3724,5.8,8.2,20.4,21.5,44.1,6317,1170,127,362,681,951,8443,5,9127,8443,684,4067,3755,312,20,4068,110,,1372,2696,1038,1274,1927,779,11293
21003,2016,14247.5,2776,11471.5,2104.5,531.5,601.5,957,2381,2331.5,868,625,8969,8376.5,592.5,472,719.5,1720,1816,3614.5,5.6,8.649999999999999,20.949999999999996,21.6,43.150000000000006,6206,1196.5,130,335.5,731,982.5,8376.5,0,8969,8376.5,592.5,3972.5,3727,245.5,21.4,4375,91.5,,1531,2844,1136,1049.5,2046,837,11096
21003,2017,14422,2674,11748,2186,438,591,979,2451,2309,868,648,8811,8310,501,453,750,1720,1813,3505,5.3999999999999995,9.099999999999998,21.499999999999996,21.7,42.2,6095,1223,133,309,781,1014,8310,0,8811,8310,501,3878,3699,179,22.8,4682,73,,1690,2992,1234,825,2165,895,10899
21003,2018,14596.5,2572,12024.5,2267.5,344.5,580.5,1001,2521,2286.5,868,671,8653,8243.5,409.5,434,780.5,1720,1810,3395.5,5.199999999999999,9.549999999999999,22.049999999999997,21.799999999999997,41.25,5984,1249.5,136,282.5,831,1045.5,8243.5,0,8653,8243.5,409.5,3783.5,3671,112.5,24.200000000000003,4989,54.5,,1849,3140,1332,600.5,2284,953,10702
21005,2010,14168.5,1702,12466.5,2433.5,154,395,762,2206.5,3917.5,760.5,264.5,12009.5,11079.5,930,126,764.5,1795,2536,5198,1.1,6.899999999999999,22.3,23.1,46.60000000000001,6978.5,3304.5,379,2057,868.5,783,11079.5,13.5,12009.5,11079.5,930,6003.5,5613,390.5,7.750000000000002,1632,45,,1061.5,570.5,102.5,1728.5,485.5,71,17231
21005,2011,14354,1717,12637,2552,262,376,753,2250,3714,924,305,11818,10935,883,123,733,1795,2404,5352,1.1,6.699999999999999,21.3,22.1,48.800000000000004,7019,3142,338,1970,834,762,10935,12,11818,10935,883,5872,5507,365,8.600000000000001,1829,78,,1153,676,261,1581,735,199,16759
21005,2012,14539.5,1732,12807.5,2670.5,370,357,744,2293.5,3510.5,1087.5,345.5,11626.5,10790.5,836,120,701.5,1795,2272,5506,1.1,6.5,20.3,21.1,51,7059.5,2979.5,297,1883,799.5,741,10790.5,10.5,11626.5,10790.5,836,5740.5,5401,339.5,9.450000000000001,2026,111,,1244.5,781.5,419.5,1433.5,984.5,327,16287
21005,2013,14725,1747,12978,2789,478,338,735,2337,3307,1251,386,11435,10646,789,117,670,1795,2140,5660,1.1,6.3,19.3,20.1,53.2,7100,2817,256,1796,765,720,10646,9,11435,10646,789,5609,5295,314,10.3,2223,144,,1336,887,578,1286,1234,455,15815
21005,2014,14910.5,1762,13148.5,2907.5,586,319,726,2380.5,3103.5,1414.5,426.5,11243.5,10501.5,742,114,638.5,1795,2008,5814,1.1,6.1,18.3,19.1,55.400000000000006,7140.5,2654.5,215,1709,730.5,699,10501.5,7.5,11243.5,10501.5,742,5477.5,5189,288.5,11.15,2420,177,,1427.5,992.5,736.5,1138.5,1483.5,583,15343
21005,2015,15096,1777,13319,3026,694,300,717,2424,2900,1578,467,11052,10357,695,111,607,1795,1876,5968,1.1,5.9,17.3,18.1,57.6,7181,2492,174,1622,696,678,10357,6,11052,10357,695,5346,5083,263,12,2617,210,,1519,1098,895,991,1733,711,14871
21005,2016,15281.5,1792,13489.5,3144.5,802,281,708,2467.5,2696.5,1741.5,507.5,10860.5,10212.5,648,108,575.5,1795,1744,6122,1.1,5.700000000000001,16.3,17.1,59.8,7221.5,2329.5,133,1535,661.5,657,10212.5,4.5,10860.5,10212.5,648,5214.5,4977,237.5,12.85,2814,243,,1610.5,1203.5,1053.5,843.5,1982.5,839,14399
21005,2017,15467,1807,13660,3263,910,262,699,2511,2493,1905,548,10669,10068,601,105,544,1795,1612,6276,1.1,5.500000000000001,15.3,16.1,62,7262,2167,92,1448,627,636,10068,3,10669,10068,601,5083,4871,212,13.7,3011,276,,1702,1309,1212,696,2232,967,13927
21005,2018,15652.5,1822,13830.5,3381.5,1018,243,690,2554.5,2289.5,2068.5,588.5,10477.5,9923.5,554,102,512.5,1795,1480,6430,1.1,5.300000000000001,14.3,15.100000000000001,64.2,7302.5,2004.5,51,1361,592.5,615,9923.5,1.5,10477.5,9923.5,554,4951.5,4765,186.5,14.549999999999999,3208,309,,1793.5,1414.5,1370.5,548.5,2481.5,1095,13455
21007,2010,5945,916.5,5028.5,770.5,165.5,305.5,553.5,1014.5,866.5,477,154.5,3956,3631.5,324.5,247,342.5,741,500,2051,6.999999999999999,9.5,13.299999999999995,13.600000000000001,56.74999999999999,2827,410,48,154.5,207.5,394.5,3631.5,0,3956,3631.5,324.5,1827,1728,99,13.450000000000003,1083.5,48.5,,300,783.5,482.5,464,616.5,382.5,4932.5
21007,2011,5898,901,4997,777,179,287,527,1003,856,499,166,3877,3584,293,218,332,741,506,1987,6.199999999999999,9.3,14.999999999999996,14.000000000000002,55.599999999999994,2814,409,55,154,200,361,3584,0,3877,3584,293,1791,1699,92,14.400000000000002,1154,55,,333,821,453,463,627,353,4900
21007,2012,5851,885.5,4965.5,783.5,192.5,268.5,500.5,991.5,845.5,521,177.5,3798,3536.5,261.5,189,321.5,741,512,1923,5.3999999999999995,9.100000000000001,16.699999999999996,14.400000000000002,54.449999999999996,2801,408,62,153.5,192.5,327.5,3536.5,0,3798,3536.5,261.5,1755,1670,85,15.350000000000001,1224.5,61.5,,366,858.5,423.5,462,637.5,323.5,4867.5
21007,2013,5804,870,4934,790,206,250,474,980,835,543,189,3719,3489,230,160,311,741,518,1859,4.6,8.9,18.4,14.8,53.3,2788,407,69,153,185,294,3489,0,3719,3489,230,1719,1641,78,16.3,1295,68,,399,896,394,461,648,294,4835
21007,2014,5757,854.5,4902.5,796.5,219.5,231.5,447.5,968.5,824.5,565,200.5,3640,3441.5,198.5,131,300.5,741,524,1795,3.8,8.7,20.1,15.2,52.15,2775,406,76,152.5,177.5,260.5,3441.5,0,3640,3441.5,198.5,1683,1612,71,17.25,1365.5,74.5,,432,933.5,364.5,460,658.5,264.5,4802.5
21007,2015,5710,839,4871,803,233,213,421,957,814,587,212,3561,3394,167,102,290,741,530,1731,3,8.5,21.8,15.6,51,2762,405,83,152,170,227,3394,0,3561,3394,167,1647,1583,64,18.2,1436,81,,465,971,335,459,669,235,4770
21007,2016,5663,823.5,4839.5,809.5,246.5,194.5,394.5,945.5,803.5,609,223.5,3482,3346.5,135.5,73,279.5,741,536,1667,2.2,8.3,23.5,16,49.85,2749,404,90,151.5,162.5,193.5,3346.5,0,3482,3346.5,135.5,1611,1554,57,19.15,1506.5,87.5,,498,1008.5,305.5,458,679.5,205.5,4737.5
21007,2017,5616,808,4808,816,260,176,368,934,793,631,235,3403,3299,104,44,269,741,542,1603,1.4000000000000004,8.1,25.200000000000003,16.4,48.7,2736,403,97,151,155,160,3299,0,3403,3299,104,1575,1525,50,20.099999999999998,1577,94,,531,1046,276,457,690,176,4705
21007,2018,5569,792.5,4776.5,822.5,273.5,157.5,341.5,922.5,782.5,653,246.5,3324,3251.5,72.5,15,258.5,741,548,1539,0.6000000000000005,7.8999999999999995,26.900000000000006,16.799999999999997,47.550000000000004,2723,402,104,150.5,147.5,126.5,3251.5,0,3324,3251.5,72.5,1539,1496,43,21.049999999999997,1647.5,100.5,,564,1083.5,246.5,456,700.5,146.5,4672.5
21009,2010,28911,5894.5,23016.5,4198.5,1922.5,1719,3270.5,4032.5,4475,1637.5,1776.5,20696.5,19114.5,1582,473.5,1203.5,3806,5109.5,8107,2.55,6.249999999999999,22.200000000000003,26.75,42.25,14023,3242,368.5,1646.5,1227,1812.5,19114.5,37,20696.5,19114.5,1582,9603.5,9036,567.5,16.65,6939,292.5,,1519.5,5419.5,2404.5,3308,2462,1839,24482.5
21009,2011,29035,5768,23267,4318,1905,1646,3052,4244,4502,1682,1712,20534,18967,1567,518,1184,3806,4950,8177,2.8,6.199999999999999,21.900000000000002,26.1,43,14122,3092,335,1550,1207,1709,18967,44,20534,18967,1567,9511,8906,605,17.9,7492,312,,2057,5435,2495,3246,2682,1681,24044
21009,2012,29159,5641.5,23517.5,4437.5,1887.5,1573,2833.5,4455.5,4529,1726.5,1647.5,20371.5,18819.5,1552,562.5,1164.5,3806,4790.5,8247,3.05,6.1499999999999995,21.6,25.450000000000003,43.75,14221,2942,301.5,1453.5,1187,1605.5,18819.5,51,20371.5,18819.5,1552,9418.5,8776,642.5,19.15,8045,331.5,,2594.5,5450.5,2585.5,3184,2902,1523,23605.5
21009,2013,29283,5515,23768,4557,1870,1500,2615,4667,4556,1771,1583,20209,18672,1537,607,1145,3806,4631,8317,3.3,6.1,21.3,24.8,44.5,14320,2792,268,1357,1167,1502,18672,58,20209,18672,1537,9326,8646,680,20.4,8598,351,,3132,5466,2676,3122,3122,1365,23167
21009,2014,29407,5388.5,24018.5,4676.5,1852.5,1427,2396.5,4878.5,4583,1815.5,1518.5,20046.5,18524.5,1522,651.5,1125.5,3806,4471.5,8387,3.55,6.05,21,24.15,45.25,14419,2642,234.5,1260.5,1147,1398.5,18524.5,65,20046.5,18524.5,1522,9233.5,8516,717.5,21.65,9151,370.5,,3669.5,5481.5,2766.5,3060,3342,1207,22728.5
21009,2015,29531,5262,24269,4796,1835,1354,2178,5090,4610,1860,1454,19884,18377,1507,696,1106,3806,4312,8457,3.8,6,20.7,23.5,46,14518,2492,201,1164,1127,1295,18377,72,19884,18377,1507,9141,8386,755,22.9,9704,390,,4207,5497,2857,2998,3562,1049,22290
21009,2016,29655,5135.5,24519.5,4915.5,1817.5,1281,1959.5,5301.5,4637,1904.5,1389.5,19721.5,18229.5,1492,740.5,1086.5,3806,4152.5,8527,4.05,5.95,20.4,22.85,46.75,14617,2342,167.5,1067.5,1107,1191.5,18229.5,79,19721.5,18229.5,1492,9048.5,8256,792.5,24.15,10257,409.5,,4744.5,5512.5,2947.5,2936,3782,891,21851.5
21009,2017,29779,5009,24770,5035,1800,1208,1741,5513,4664,1949,1325,19559,18082,1477,785,1067,3806,3993,8597,4.3,5.9,20.099999999999998,22.2,47.5,14716,2192,134,971,1087,1088,18082,86,19559,18082,1477,8956,8126,830,25.4,10810,429,,5282,5528,3038,2874,4002,733,21413
21009,2018,29903,4882.5,25020.5,5154.5,1782.5,1135,1522.5,5724.5,4691,1993.5,1260.5,19396.5,17934.5,1462,829.5,1047.5,3806,3833.5,8667,4.55,5.8500000000000005,19.799999999999997,21.549999999999997,48.25,14815,2042,100.5,874.5,1067,984.5,17934.5,93,19396.5,17934.5,1462,8863.5,7996,867.5,26.65,11363,448.5,,5819.5,5543.5,3128.5,2812,4222,575,20974.5
21011,2010,7918.5,1977,5941.5,1030.5,807.5,661,434,1241.5,738,97,120.5,4504,3419.5,1084.5,293.5,211.5,969,292.5,1720.5,8.049999999999999,6.299999999999999,25.700000000000003,10.750000000000004,49.19999999999999,1926,1005,214,546.5,244.5,478.5,3419.5,10,4504,3419.5,1084.5,2201,1750,451,29.999999999999996,3473,247,,1269.5,2203.5,1121,1119.5,874.5,744,4108
21011,2011,7958,1971,5987,1014,757,581,494,1242,832,179,222,4571,3628,943,278,230,969,439,1766,7.3999999999999995,6.3999999999999995,24.900000000000002,13.200000000000003,48.099999999999994,2211,955,177,511,267,453,3628,9,4571,3628,943,2203,1810,393,28.799999999999997,3356,221,,1235,2121,1124,1026,849,697,4510
21011,2012,7997.5,1965,6032.5,997.5,706.5,501,554,1242.5,926,261,323.5,4638,3836.5,801.5,262.5,248.5,969,585.5,1811.5,6.75,6.5,24.1,15.650000000000002,47,2496,905,140,475.5,289.5,427.5,3836.5,8,4638,3836.5,801.5,2205,1870,335,27.599999999999998,3239,195,,1200.5,2038.5,1127,932.5,823.5,650,4912
21011,2013,8037,1959,6078,981,656,421,614,1243,1020,343,425,4705,4045,660,247,267,969,732,1857,6.1,6.6,23.3,18.1,45.9,2781,855,103,440,312,402,4045,7,4705,4045,660,2207,1930,277,26.4,3122,169,,1166,1956,1130,839,798,603,5314
21011,2014,8076.5,1953,6123.5,964.5,605.5,341,674,1243.5,1114,425,526.5,4772,4253.5,518.5,231.5,285.5,969,878.5,1902.5,5.449999999999999,6.699999999999999,22.5,20.55,44.8,3066,805,66,404.5,334.5,376.5,4253.5,6,4772,4253.5,518.5,2209,1990,219,25.2,3005,143,,1131.5,1873.5,1133,745.5,772.5,556,5716
21011,2015,8116,1947,6169,948,555,261,734,1244,1208,507,628,4839,4462,377,216,304,969,1025,1948,4.8,6.8,21.7,23,43.7,3351,755,29,369,357,351,4462,5,4839,4462,377,2211,2050,161,24,2888,117,,1097,1791,1136,652,747,509,6118
21011,2016,8155.5,1941,6214.5,931.5,504.5,181,794,1244.5,1302,589,729.5,4906,4670.5,235.5,200.5,322.5,969,1171.5,1993.5,4.15,6.9,20.9,25.45,42.60000000000001,3636,705,-8,333.5,379.5,325.5,4670.5,4,4906,4670.5,235.5,2213,2110,103,22.8,2771,91,,1062.5,1708.5,1139,558.5,721.5,462,6520
21011,2017,8195,1935,6260,915,454,101,854,1245,1396,671,831,4973,4879,94,185,341,969,1318,2039,3.5,7,20.099999999999998,27.9,41.50000000000001,3921,655,-45,298,402,300,4879,3,4973,4879,94,2215,2170,45,21.6,2654,65,,1028,1626,1142,465,696,415,6922
21011,2018,8234.5,1929,6305.5,898.5,403.5,21,914,1245.5,1490,753,932.5,5040,5087.5,-47.5,169.5,359.5,969,1464.5,2084.5,2.85,7.1,19.299999999999997,30.349999999999998,40.400000000000006,4206,605,-82,262.5,424.5,274.5,5087.5,2,5040,5087.5,-47.5,2217,2230,-13,20.400000000000002,2537,39,,993.5,1543.5,1145,371.5,670.5,368,7324
21013,2010,19697.5,6945,12752.5,2081,2497,1497.5,2106,2761.5,2183,80.5,2129.5,10218.5,8706.5,1512,531,542,1985,585.5,4713,6.100000000000001,6.350000000000001,26.799999999999997,6.2,54.65,6719.5,1402.5,251,660,491.5,573.5,8706.5,11,10218.5,8706.5,1512,5033.5,4151.5,882,38,10456.5,395,,4726,5730.5,3298.5,3179.5,1177,753.5,8756.5
21013,2011,19629,6825,12804,2025,2499,1475,2054,2792,2108,185,2105,9836,8477,1359,524,526,1985,660,4502,6.200000000000001,6.300000000000001,26.7,7.5,53.4,6552,1378,235,662,481,536,8477,11,9836,8477,1359,4814,4052,762,38,10382,391,,4826,5556,3010,2938,1426,754,8892
21013,2012,19560.5,6705,12855.5,1969,2501,1452.5,2002,2822.5,2033,289.5,2080.5,9453.5,8247.5,1206,517,510,1985,734.5,4291,6.300000000000001,6.25,26.6,8.8,52.15,6384.5,1353.5,219,664,470.5,498.5,8247.5,11,9453.5,8247.5,1206,4594.5,3952.5,642,38,10307.5,387,,4926,5381.5,2721.5,2696.5,1675,754.5,9027.5
21013,2013,19492,6585,12907,1913,2503,1430,1950,2853,1958,394,2056,9071,8018,1053,510,494,1985,809,4080,6.4,6.2,26.5,10.1,50.9,6217,1329,203,666,460,461,8018,11,9071,8018,1053,4375,3853,522,38,10233,383,,5026,5207,2433,2455,1924,755,9163
21013,2014,19423.5,6465,12958.5,1857,2505,1407.5,1898,2883.5,1883,498.5,2031.5,8688.5,7788.5,900,503,478,1985,883.5,3869,6.5,6.15,26.4,11.399999999999999,49.65,6049.5,1304.5,187,668,449.5,423.5,7788.5,11,8688.5,7788.5,900,4155.5,3753.5,402,38,10158.5,379,,5126,5032.5,2144.5,2213.5,2173,755.5,9298.5
21013,2015,19355,6345,13010,1801,2507,1385,1846,2914,1808,603,2007,8306,7559,747,496,462,1985,958,3658,6.6,6.1,26.3,12.7,48.4,5882,1280,171,670,439,386,7559,11,8306,7559,747,3936,3654,282,38,10084,375,,5226,4858,1856,1972,2422,756,9434
21013,2016,19286.5,6225,13061.5,1745,2509,1362.5,1794,2944.5,1733,707.5,1982.5,7923.5,7329.5,594,489,446,1985,1032.5,3447,6.699999999999999,6.049999999999999,26.200000000000003,14,47.15,5714.5,1255.5,155,672,428.5,348.5,7329.5,11,7923.5,7329.5,594,3716.5,3554.5,162,38,10009.5,371,,5326,4683.5,1567.5,1730.5,2671,756.5,9569.5
21013,2017,19218,6105,13113,1689,2511,1340,1742,2975,1658,812,1958,7541,7100,441,482,430,1985,1107,3236,6.799999999999999,5.999999999999999,26.1,15.299999999999999,45.9,5547,1231,139,674,418,311,7100,11,7541,7100,441,3497,3455,42,38,9935,367,,5426,4509,1279,1489,2920,757,9705
21013,2018,19149.5,5985,13164.5,1633,2513,1317.5,1690,3005.5,1583,916.5,1933.5,7158.5,6870.5,288,475,414,1985,1181.5,3025,6.899999999999999,5.949999999999999,26,16.599999999999998,44.65,5379.5,1206.5,123,676,407.5,273.5,6870.5,11,7158.5,6870.5,288,3277.5,3355.5,-78,38,9860.5,363,,5526,4334.5,990.5,1247.5,3169,757.5,9840.5
21015,2010,76823,7077,69746,22890,1954,1725.5,4377,8790.5,16825,8958,444.5,64055.5,59769.5,4286,351.5,2357.5,12546,8422,36480,0.5,4.000000000000001,20.400000000000006,14.200000000000003,60.9,50447,7525,2536.5,2000,2988.5,1763.5,59769.5,34,64055.5,59769.5,4286,29893,27719,2174,9.099999999999998,11033.5,1469.5,,3532,7501.5,4561,2735.5,5918,2365,91917
21015,2011,78137,6877,71260,23564,1829,1665,4225,8760,16579,10265,709,64819,60721,4098,342,2590,12546,8510,37043,0.5,4.300000000000001,20.200000000000003,14.100000000000001,60.9,51408,7375,2411,1950,3014,1896,60721,42,64819,60721,4098,30407,28330,2077,8.799999999999999,10741,1324,,3526,7215,4306,3001,6043,2469,93545
21015,2012,79451,6677,72774,24238,1704,1604.5,4073,8729.5,16333,11572,973.5,65582.5,61672.5,3910,332.5,2822.5,12546,8598,37606,0.5,4.6000000000000005,20,14,60.9,52369,7225,2285.5,1900,3039.5,2028.5,61672.5,50,65582.5,61672.5,3910,30921,28941,1980,8.5,10448.5,1178.5,,3520,6928.5,4051,3266.5,6168,2573,95173
21015,2013,80765,6477,74288,24912,1579,1544,3921,8699,16087,12879,1238,66346,62624,3722,323,3055,12546,8686,38169,0.5,4.9,19.8,13.9,60.9,53330,7075,2160,1850,3065,2161,62624,58,66346,62624,3722,31435,29552,1883,8.2,10156,1033,,3514,6642,3796,3532,6293,2677,96801
21015,2014,82079,6277,75802,25586,1454,1483.5,3769,8668.5,15841,14186,1502.5,67109.5,63575.5,3534,313.5,3287.5,12546,8774,38732,0.5,5.2,19.6,13.8,60.9,54291,6925,2034.5,1800,3090.5,2293.5,63575.5,66,67109.5,63575.5,3534,31949,30163,1786,7.8999999999999995,9863.5,887.5,,3508,6355.5,3541,3797.5,6418,2781,98429
21015,2015,83393,6077,77316,26260,1329,1423,3617,8638,15595,15493,1767,67873,64527,3346,304,3520,12546,8862,39295,0.5,5.5,19.4,13.7,60.9,55252,6775,1909,1750,3116,2426,64527,74,67873,64527,3346,32463,30774,1689,7.6,9571,742,,3502,6069,3286,4063,6543,2885,100057
21015,2016,84707,5877,78830,26934,1204,1362.5,3465,8607.5,15349,16800,2031.5,68636.5,65478.5,3158,294.5,3752.5,12546,8950,39858,0.5,5.8,19.199999999999996,13.599999999999998,60.9,56213,6625,1783.5,1700,3141.5,2558.5,65478.5,82,68636.5,65478.5,3158,32977,31385,1592,7.3,9278.5,596.5,,3496,5782.5,3031,4328.5,6668,2989,101685
21015,2017,86021,5677,80344,27608,1079,1302,3313,8577,15103,18107,2296,69400,66430,2970,285,3985,12546,9038,40421,0.5,6.1,18.999999999999996,13.499999999999998,60.9,57174,6475,1658,1650,3167,2691,66430,90,69400,66430,2970,33491,31996,1495,7,8986,451,,3490,5496,2776,4594,6793,3093,103313
21015,2018,87335,5477,81858,28282,954,1241.5,3161,8546.5,14857,19414,2560.5,70163.5,67381.5,2782,275.5,4217.5,12546,9126,40984,0.5,6.3999999999999995,18.799999999999997,13.399999999999999,60.9,58135,6325,1532.5,1600,3192.5,2823.5,67381.5,98,70163.5,67381.5,2782,34005,32607,1398,6.7,8693.5,305.5,,3484,5209.5,2521,4859.5,6918,3197,104941
21017,2010,13762,2675,11087,1583,850,659.5,972.5,2066,2331.5,614,710.5,9840.5,8424.5,1416,1425.5,480.5,1945,1642,3511.5,16.5,5.6,16.550000000000004,19.100000000000005,42,6783.5,977.5,254.5,-30,753,657,8424.5,6.5,9840.5,8424.5,1416,4798.5,3950.5,848,16.6,3278,355.5,,858,2420,1370.5,970,1369.5,349.5,12372.5
21017,2011,13792,2571,11221,1794,806,613,985,2069,2369,776,695,9883,8611,1272,1356,489,1945,1577,3708,15.5,5.6,17.400000000000002,18.1,43.2,6875,1061,226,133,702,662,8611,13,9883,8611,1272,4822,4090,732,16.6,3276,309,,962,2314,1323,1008,1368,381,12349
21017,2012,13822,2467,11355,2005,762,566.5,997.5,2072,2406.5,938,679.5,9925.5,8797.5,1128,1286.5,497.5,1945,1512,3904.5,14.5,5.6,18.25,17.1,44.400000000000006,6966.5,1144.5,197.5,296,651,667,8797.5,19.5,9925.5,8797.5,1128,4845.5,4229.5,616,16.6,3274,262.5,,1066,2208,1275.5,1046,1366.5,412.5,12325.5
